StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,QID21,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q11,Q12,Q13,Q14,Q15,Q16,Q17
2/27/25 15:06,2/27/25 15:10,IP Address,100,224,TRUE,2/27/25 15:10,R_3NzRPtsax3LjMQ1,anonymous,EN,Female,,,,,,,,Sneaker A,Sneaker B,Sneaker A,Sneaker A,Sneaker A for $100-$200,Sneaker B,Sneaker A
2/27/25 15:11,2/27/25 15:14,IP Address,100,159,TRUE,2/27/25 15:14,R_9LHhsxKYNtNmYzg,anonymous,EN,Male,,,,,,,,Sneaker B,Sneaker B,Sneaker B,Sneaker B,Sneaker A for $100-$200,Sneaker B,Sneaker B
2/27/25 15:38,2/27/25 15:39,IP Address,100,110,TRUE,2/27/25 15:39,R_7abKBPDGA9VvRDv,anonymous,EN,Female,Sneaker A (Regular Release),Sneaker B (Limited Edition Release),Sneaker A (Regular Release),Sneaker B (Limited Edition Release),Sneaker A (Regular Release) for $100-$200,Sneaker B (Limited Edition Release),Sneaker B (Limited Edition Release),,,,,,,
2/27/25 15:42,2/27/25 15:43,IP Address,100,107,TRUE,2/27/25 15:43,R_6xCMeYOwYPQqVwo,anonymous,EN,Male,,,,,,,,Sneaker B,Sneaker A,Sneaker A,Sneaker A,Sneaker A for $100-$200,Sneaker B,Sneaker A
2/27/25 15:52,2/27/25 15:54,IP Address,100,82,TRUE,2/27/25 15:54,R_7EaKq4GChxNyq0r,anonymous,EN,Female,Sneaker B (Limited Edition Release),Sneaker B (Limited Edition Release),Sneaker B (Limited Edition Release),Sneaker A (Regular Release),Sneaker A (Regular Release) for $100-$200,Sneaker B (Limited Edition Release),Sneaker A (Regular Release),,,,,,,
2/27/25 16:22,2/27/25 16:23,IP Address,100,62,TRUE,2/27/25 16:23,R_1qOMe4wSrWTFRcT,anonymous,EN,Male,Sneaker B (Limited Edition Release),Sneaker A (Regular Release),Sneaker B (Limited Edition Release),Sneaker B (Limited Edition Release),Sneaker A (Regular Release) for $100-$200,Sneaker B (Limited Edition Release),Sneaker B (Limited Edition Release),,,,,,,
2/27/25 16:23,2/27/25 16:25,IP Address,100,74,TRUE,2/27/25 16:25,R_9mIXEUMba2vJKr7,anonymous,EN,Male,Sneaker A (Regular Release),Sneaker B (Limited Edition Release),Sneaker B (Limited Edition Release),Sneaker B (Limited Edition Release),Sneaker B (Limited Edition Release) for $200-$300,Sneaker B (Limited Edition Release),Sneaker B (Limited Edition Release),,,,,,,
2/27/25 16:27,2/27/25 16:28,IP Address,100,46,TRUE,2/27/25 16:28,R_3LZ4xxuhS94LaPu,qr,EN,Female,,,,,,,,Sneaker A,Sneaker B,Sneaker A,Sneaker A,Sneaker A for $100-$200,Sneaker A,Sneaker A
2/27/25 16:27,2/27/25 16:28,IP Address,100,59,TRUE,2/27/25 16:28,R_1HBOmZStnvRnn4S,qr,EN,Female,,,,,,,,Sneaker A,Sneaker A,Sneaker A,Sneaker A,Sneaker A for $100-$200,Sneaker A,Sneaker A
2/27/25 16:28,2/27/25 16:29,IP Address,100,65,TRUE,2/27/25 16:29,R_6G475qMI4iCou2Z,qr,EN,Male,Sneaker A (Regular Release),Sneaker A (Regular Release),Sneaker A (Regular Release),Sneaker B (Limited Edition Release),Sneaker A (Regular Release) for $100-$200,Sneaker A (Regular Release),Sneaker B (Limited Edition Release),,,,,,,
2/27/25 16:27,2/27/25 16:29,IP Address,100,127,TRUE,2/27/25 16:29,R_18CWSpUzzxmtKUu,qr,EN,Male,Sneaker B (Limited Edition Release),Sneaker B (Limited Edition Release),Sneaker B (Limited Edition Release),Sneaker A (Regular Release),Sneaker A (Regular Release) for $100-$200,Sneaker A (Regular Release),Sneaker B (Limited Edition Release),,,,,,,
2/27/25 16:28,2/27/25 16:37,IP Address,100,575,TRUE,2/27/25 16:37,R_5f7iW8Wo1pMKU1D,qr,EN,Female,,,,,,,,Sneaker A,Sneaker A,Sneaker B,Sneaker B,Sneaker B for $200-$300,Sneaker A,Sneaker B
2/27/25 17:30,2/27/25 17:31,IP Address,100,96,TRUE,2/27/25 17:31,R_93AafrKWLDcc7WF,anonymous,EN,Male,Sneaker A (Regular Release),Sneaker B (Limited Edition Release),Sneaker A (Regular Release),Sneaker A (Regular Release),Sneaker A (Regular Release) for $100-$200,Sneaker B (Limited Edition Release),Sneaker B (Limited Edition Release),,,,,,,
2/27/25 17:37,2/27/25 17:39,IP Address,100,98,TRUE,2/27/25 17:39,R_7NwF3MFqoNBWiFl,anonymous,EN,Female,Sneaker A (Regular Release),Sneaker A (Regular Release),Sneaker A (Regular Release),Sneaker A (Regular Release),Sneaker A (Regular Release) for $100-$200,Sneaker A (Regular Release),Sneaker B (Limited Edition Release),,,,,,,
2/27/25 17:41,2/27/25 17:42,IP Address,100,71,TRUE,2/27/25 17:42,R_7COAHRXoLdhigF6,anonymous,EN,Male,,,,,,,,Sneaker B,Sneaker B,Sneaker A,Sneaker A,Sneaker B for $200-$300,Sneaker B,Sneaker B
2/27/25 18:05,2/27/25 18:07,IP Address,100,113,TRUE,2/27/25 18:07,R_98TC7TbjtbGj1Pe,anonymous,EN,Female,,,,,,,,Sneaker B,Sneaker A,Sneaker B,Sneaker A,Sneaker A for $100-$200,Sneaker A,Sneaker B
2/27/25 19:28,2/27/25 19:30,IP Address,100,104,TRUE,2/27/25 19:30,R_9kNXhfj9cMjflth,anonymous,EN,Male,Sneaker B (Limited Edition Release),Sneaker B (Limited Edition Release),Sneaker B (Limited Edition Release),Sneaker B (Limited Edition Release),Sneaker B (Limited Edition Release) for $200-$300,Sneaker B (Limited Edition Release),Sneaker B (Limited Edition Release),,,,,,,
2/27/25 19:41,2/27/25 19:42,IP Address,100,83,TRUE,2/27/25 19:42,R_4krFzq2VE050Dh7,anonymous,EN,Male,,,,,,,,Sneaker B,Sneaker B,Sneaker B,Sneaker A,Sneaker A for $100-$200,Sneaker B,Sneaker A
2/27/25 20:08,2/27/25 20:10,IP Address,100,122,TRUE,2/27/25 20:10,R_1jVAunMG8cMD85C,anonymous,EN,Male,,,,,,,,Sneaker B,Sneaker B,Sneaker B,Sneaker B,Sneaker A for $100-$200,Sneaker A,Sneaker B
2/27/25 20:32,2/27/25 20:38,IP Address,100,331,TRUE,2/27/25 20:38,R_4xdkYhHgWcqsApP,anonymous,EN,Female,Sneaker A (Regular Release),Sneaker B (Limited Edition Release),Sneaker B (Limited Edition Release),Sneaker A (Regular Release),Sneaker A (Regular Release) for $100-$200,Sneaker B (Limited Edition Release),Sneaker B (Limited Edition Release),,,,,,,
2/27/25 21:56,2/27/25 21:58,IP Address,100,105,TRUE,2/27/25 21:58,R_2etIi3YIj9SRhpq,anonymous,EN,Male,Sneaker B (Limited Edition Release),Sneaker B (Limited Edition Release),Sneaker A (Regular Release),Sneaker B (Limited Edition Release),Sneaker A (Regular Release) for $100-$200,Sneaker B (Limited Edition Release),Sneaker B (Limited Edition Release),,,,,,,
2/27/25 22:08,2/27/25 22:09,IP Address,100,62,TRUE,2/27/25 22:09,R_1jYYsOan7dZOscg,anonymous,EN,Female,Sneaker B (Limited Edition Release),Sneaker B (Limited Edition Release),Sneaker A (Regular Release),Sneaker B (Limited Edition Release),Sneaker A (Regular Release) for $100-$200,Sneaker B (Limited Edition Release),Sneaker A (Regular Release),,,,,,,
2/27/25 22:09,2/27/25 22:10,IP Address,100,67,TRUE,2/27/25 22:10,R_3ozsOtD1rzRIzuA,anonymous,EN,Male,,,,,,,,Sneaker B,Sneaker B,Sneaker A,Sneaker B,Sneaker A for $100-$200,Sneaker A,Sneaker A
2/27/25 22:56,2/27/25 22:57,IP Address,100,55,TRUE,2/27/25 22:57,R_1UazrtzehRbs2gV,anonymous,EN,Female,Sneaker B (Limited Edition Release),Sneaker B (Limited Edition Release),Sneaker A (Regular Release),Sneaker A (Regular Release),Sneaker A (Regular Release) for $100-$200,Sneaker A (Regular Release),Sneaker B (Limited Edition Release),,,,,,,
2/27/25 23:12,2/27/25 23:14,IP Address,100,84,TRUE,2/27/25 23:14,R_4M9YK1fK4Peyb8n,anonymous,EN,Male,,,,,,,,Sneaker A,Sneaker B,Sneaker A,Sneaker B,Sneaker B for $200-$300,Sneaker B,Sneaker B
2/27/25 23:44,2/27/25 23:46,IP Address,100,139,TRUE,2/27/25 23:46,R_4dM4ljQKyghkz0T,anonymous,EN,Male,Sneaker B (Limited Edition Release),Sneaker A (Regular Release),Sneaker B (Limited Edition Release),Sneaker A (Regular Release),Sneaker A (Regular Release) for $100-$200,Sneaker B (Limited Edition Release),Sneaker B (Limited Edition Release),,,,,,,
2/28/25 2:56,2/28/25 2:57,IP Address,100,71,TRUE,2/28/25 2:57,R_9zAPwNcX6mXNhyK,anonymous,EN,Male,,,,,,,,Sneaker B,Sneaker A,Sneaker A,Sneaker A,Sneaker A for $100-$200,Sneaker A,Sneaker A
2/28/25 2:54,2/28/25 2:59,IP Address,100,322,TRUE,2/28/25 2:59,R_9KiJ5YfyL0le6JC,anonymous,EN,Male,Sneaker A (Regular Release),Sneaker B (Limited Edition Release),Sneaker B (Limited Edition Release),Sneaker B (Limited Edition Release),Sneaker A (Regular Release) for $100-$200,Sneaker B (Limited Edition Release),Sneaker B (Limited Edition Release),,,,,,,
2/28/25 7:38,2/28/25 7:40,IP Address,100,135,TRUE,2/28/25 7:40,R_4Kj8dSsmFgJsQDv,anonymous,EN,Female,,,,,,,,Sneaker B,Sneaker B,Sneaker B,Sneaker B,Sneaker A for $100-$200,Sneaker A,Sneaker A
2/28/25 11:54,2/28/25 11:56,IP Address,100,106,TRUE,2/28/25 11:56,R_9MROXlqa9QjIEJh,anonymous,EN,Male,,,,,,,,Sneaker B,Sneaker B,Sneaker A,Sneaker B,Sneaker B for $200-$300,Sneaker A,Sneaker A
2/28/25 13:53,2/28/25 13:54,IP Address,100,66,TRUE,2/28/25 13:54,R_41u9RAoyUskOcPX,anonymous,EN,Male,Sneaker B (Limited Edition Release),Sneaker B (Limited Edition Release),Sneaker B (Limited Edition Release),Sneaker A (Regular Release),Sneaker B (Limited Edition Release) for $200-$300,Sneaker B (Limited Edition Release),Sneaker A (Regular Release),,,,,,,
2/28/25 15:16,2/28/25 15:17,IP Address,100,40,TRUE,2/28/25 15:17,R_7PMstdAkV3SRUBJ,anonymous,EN,Female,Sneaker A (Regular Release),Sneaker A (Regular Release),Sneaker A (Regular Release),Sneaker A (Regular Release),Sneaker A (Regular Release) for $100-$200,Sneaker A (Regular Release),Sneaker A (Regular Release),,,,,,,
2/28/25 18:41,2/28/25 18:42,IP Address,100,89,TRUE,2/28/25 18:42,R_71bTH4aGJMQ4L2Y,anonymous,EN,Male,,,,,,,,Sneaker B,Sneaker B,Sneaker B,Sneaker A,Sneaker A for $100-$200,Sneaker A,Sneaker A
2/27/25 20:45,2/28/25 20:02,IP Address,100,83818,TRUE,2/28/25 20:02,R_4ty5M1kUr3JMJH6,anonymous,EN,Male,,,,,,,,Sneaker A,Sneaker B,Sneaker B,Sneaker B,Sneaker A for $100-$200,Sneaker A,Sneaker B
2/28/25 20:07,2/28/25 20:08,IP Address,100,59,TRUE,2/28/25 20:08,R_42mjuQtBMBiyYKQ,anonymous,EN,Male,Sneaker A (Regular Release),Sneaker B (Limited Edition Release),Sneaker B (Limited Edition Release),Sneaker B (Limited Edition Release),Sneaker A (Regular Release) for $100-$200,Sneaker A (Regular Release),Sneaker A (Regular Release),,,,,,,
2/28/25 23:24,2/28/25 23:26,IP Address,100,97,TRUE,2/28/25 23:26,R_8lz33nC1mwPI7IU,anonymous,EN,Male,Sneaker B (Limited Edition Release),Sneaker A (Regular Release),Sneaker B (Limited Edition Release),Sneaker A (Regular Release),Sneaker A (Regular Release) for $100-$200,Sneaker B (Limited Edition Release),Sneaker A (Regular Release),,,,,,,
3/1/25 5:13,3/1/25 5:15,IP Address,100,108,TRUE,3/1/25 5:15,R_1TWS4TsbCKc5FYz,anonymous,EN,Male,,,,,,,,Sneaker A,Sneaker B,Sneaker B,Sneaker A,Sneaker A for $100-$200,Sneaker B,Sneaker A
